record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
THUAS_S014,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
THUAS_S014,current_light_mood_and_alertness,1.0,,,,,1.0,I,0.0,,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,B9433ED0-5B3D-11F0-AFBA-D9A947C093D7,2025-07-07 16:21:50,2025-07-07 16:23:03,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-07 16:23:03"",    ""utcTime"": ""2025-07-07 14:21:50.779384Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""93""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,2.0,,,,,1.0,L,1.0,I,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,D4CCE760-5BD7-11F0-8E22-3D2BB8087FAC,2025-07-08 10:44:59,2025-07-08 10:46:15,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 10:46:16"",    ""utcTime"": ""2025-07-08 08:44:59.476625Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""100""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,3.0,,,,,1.0,I,1.0,I,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0C52AEB0-5B72-11F0-90AB-B578EF87EC9A,2025-07-07 22:36:23,2025-07-07 22:38:28,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 14:54:24.755990"",    ""utcTime"": ""2025-07-07 20:36:23.963335Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""100""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,4.0,,,,,1.0,L,1.0,I,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,B2275880-5BFA-11F0-8E22-3D2BB8087FAC,2025-07-08 14:54:33,2025-07-08 14:56:00,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 14:56:00"",    ""utcTime"": ""2025-07-08 12:54:33.735309Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""100""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,5.0,,,,,1.0,I,1.0,E,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,CF89F320-5C0D-11F0-BA80-3119CBC1D8AF,2025-07-08 17:11:23,2025-07-08 17:12:47,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 17:12:48"",    ""utcTime"": ""2025-07-08 15:11:23.474487Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""100""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,6.0,,,,,1.0,I,1.0,E,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,7D5ED6E0-5C28-11F0-BA80-3119CBC1D8AF,2025-07-08 20:22:22,2025-07-08 20:23:33,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-08 20:23:33"",    ""utcTime"": ""2025-07-08 18:22:22.030Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""100""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,7.0,,,,,1.0,I,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,6F3C3610-5C88-11F0-A561-B5E602686359,2025-07-09 07:49:10,2025-07-09 07:49:55,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 07:49:56"",    ""utcTime"": ""2025-07-09 05:49:10.001296Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""93""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,8.0,,,,,1.0,I,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,24BC7D90-5CA4-11F0-B339-979011C923FF,2025-07-09 11:07:30,2025-07-09 11:08:05,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 11:08:05"",    ""utcTime"": ""2025-07-09 09:07:30.921686Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""93""  }",result.zip,0.0
THUAS_S014,current_light_mood_and_alertness,9.0,,,,,1.0,I,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,449F13E0-5CD9-11F0-BDD9-93CA9B1943AA,2025-07-09 17:27:47,2025-07-09 17:28:28,,1.0,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.5"",    ""syncdate"": ""2025-07-09 17:28:29"",    ""utcTime"": ""2025-07-09 15:27:47.741990Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.3.5"",    ""buildnumber"": ""180"",    ""configversion"": ""1"",    ""devicemodel"": ""iPhone13,2"",    ""percentComplete"": ""93""  }",result.zip,0.0
